Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rel_TimeStep
1.0,1.0,1.0,1.0,200928.0,200928.0,50000.0,1.0,15942.953076350095,537.0
,,,,,,,2.0,18233.087,1.0
,,,,,,,3.0,16728.080717241377,145.0
,,,,,,,4.0,17792.252,1.0
,,,,,,,5.0,16146.524550000002,60.0
,,,,,,,6.0,15588.052374999997,672.0
,,,,,,,7.0,14375.790459119498,636.0
,,,,,,,8.0,12965.871,1.0
,,,,,,,9.0,14199.519429906544,107.0
,,,,,,,10.0,13637.68359347345,904.0
,,,,,,,11.0,17440.12,1.0
,,,,,,,12.0,14354.504999999997,18.0
,,,,,,,13.0,16858.713,1.0
,,,,,,,14.0,13368.16500925926,540.0
,,,,,,,15.0,13368.758125,16.0
,,,,,,,16.0,15664.294,1.0
,,,,,,,17.0,14413.01670967742,62.0
,,,,,,,18.0,11257.853,1.0
,,,,,,,19.0,13109.36,1.0
,,,,,,,20.0,14790.277,1.0
,,,,,,,21.0,15074.55,1.0
,,,,,,,22.0,14315.396,1.0
,,,,,,,23.0,14665.042,1.0
,,,,,,,24.0,13738.867127659574,94.0
,,,,,,,25.0,16107.056,1.0
,,,,,,,26.0,15527.465,1.0
,,,,,,,27.0,16250.66,1.0
,,,,,,,28.0,13610.874523809523,42.0
,,,,,,,29.0,13370.646,1.0
,,,,,,,30.0,15018.481,1.0
,,,,,,,31.0,16067.674,1.0
,,,,,,,32.0,15585.27606818182,44.0
,,,,,,,33.0,12549.396,1.0
,,,,,,,34.0,12707.822,1.0
,,,,,,,35.0,13799.352,1.0
,,,,,,,36.0,14773.78453846154,143.0
,,,,,,,37.0,18122.538,1.0
,,,,,,,38.0,21017.2945,4.0
,,,,,,,39.0,21425.295,1.0
,,,,,,,40.0,21599.751,1.0
,,,,,,,41.0,15011.92004123711,97.0
,,,,,,,42.0,17023.721,1.0
,,,,,,,43.0,16082.062494011974,334.0
,,,,,,,44.0,18680.515,1.0
,,,,,,,45.0,18806.493,1.0
,,,,,,,46.0,18657.415,1.0
,,,,,,,47.0,14461.348242424243,132.0
,,,,,,,48.0,12885.761,1.0
,,,,,,,49.0,16711.117900000005,10.0
,,,,,,,50.0,17205.35,1.0
,,,,,,,51.0,15456.685560129137,1239.0
,,,,,,,52.0,18850.354,1.0
,,,,,,,53.0,21166.849000000002,3.0
,,,,,,,54.0,14943.607898496242,266.0
,,,,,,,55.0,18256.049,1.0
,,,,,,,56.0,18393.25,1.0
,,,,,,,57.0,14516.189485981307,214.0
,,,,,,,58.0,18236.587,1.0
,,,,,,,59.0,13607.348816091955,261.0
,,,,,,,60.0,17444.516,1.0
,,,,,,,61.0,13851.064214390603,681.0
,,,,,,,62.0,13954.834586734694,392.0
,,,,,,,63.0,16055.696,1.0
,,,,,,,64.0,14453.817783783785,148.0
,,,,,,,65.0,16242.459,1.0
,,,,,,,66.0,14729.579000000002,21.0
,,,,,,,67.0,16102.262,1.0
,,,,,,,68.0,14814.186641025644,156.0
,,,,,,,69.0,14991.457740506332,158.0
,,,,,,,70.0,17429.808,1.0
,,,,,,,71.0,16001.12884981685,546.0
,,,,,,,72.0,18695.765,1.0
,,,,,,,73.0,18625.404,1.0
,,,,,,,74.0,17980.1825,2.0
,,,,,,,75.0,17623.432,1.0
,,,,,,,76.0,17323.886,1.0
,,,,,,,77.0,18307.84611111111,9.0
,,,,,,,78.0,15927.656416666665,24.0
,,,,,,,79.0,15955.857562500001,720.0
,,,,,,,80.0,15579.013188988098,672.0
,,,,,,,81.0,14669.2686,10.0
,,,,,,,82.0,17032.39,2.0
,,,,,,,83.0,16753.4745,2.0
,,,,,,,84.0,16310.536,1.0
,,,,,,,85.0,16376.082,1.0
,,,,,,,86.0,15293.51777932961,358.0
,,,,,,,87.0,15003.164,1.0
,,,,,,,88.0,14632.012105058366,257.0
,,,,,,,89.0,16956.743,1.0
,,,,,,,90.0,14765.348279279277,111.0
,,,,,,,91.0,14748.0256875,24.0
,,,,,,,92.0,13589.28865128901,737.0
,,,,,,,93.0,17762.982,1.0
,,,,,,,94.0,13976.955055555554,18.0
,,,,,,,95.0,18479.602,1.0
,,,,,,,96.0,18749.755,1.0
,,,,,,,97.0,18357.158,1.0
,,,,,,,98.0,17956.284,1.0
,,,,,,,99.0,17888.296,1.0
,,,,,,,100.0,17695.928,1.0
,,,,,,,101.0,13977.930625,16.0
,,,,,,,102.0,17397.897,1.0
,,,,,,,103.0,18330.173,1.0
,,,,,,,104.0,17644.2964,5.0
,,,,,,,105.0,17699.775,1.0
,,,,,,,106.0,13439.081158469946,549.0
,,,,,,,107.0,17221.446,1.0
,,,,,,,108.0,13189.361015625,128.0
,,,,,,,109.0,15516.510004761905,420.0
,,,,,,,110.0,19891.583,1.0
,,,,,,,111.0,17583.33011538462,26.0
,,,,,,,112.0,23218.297,1.0
,,,,,,,113.0,23409.557,1.0
,,,,,,,114.0,23186.855,1.0
,,,,,,,115.0,16696.173968152867,157.0
,,,,,,,116.0,16275.351,1.0
,,,,,,,117.0,19034.370000000003,5.0
,,,,,,,118.0,20734.743,1.0
,,,,,,,119.0,21648.0395,2.0
,,,,,,,120.0,21887.382,1.0
,,,,,,,121.0,21845.736,1.0
,,,,,,,122.0,21409.348,1.0
,,,,,,,123.0,16040.31786666667,15.0
