MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,Time_Index
1,0.0,1,0.63369798675,0.0,1,0.892615184,1
1,0.0,1,0.381773531,0.0,1,0.831012249,2
1,0.0,1,0.30552761266666667,0.0,1,0.7097884813333333,3
1,0.1779,1,0.329338044,0.2003,1,0.526324749,4
1,0.429,1,1.52e-05,0.4221,1,0.079201177,5
1,0.6146666666666666,1,0.029139781666666666,0.6148,1,0.014553042,6
1,0.596,1,0.341097623,0.6205,1,0.018969901,7
1,0.5013,1,0.326572925,0.513,1,0.034807973,8
1,0.3311,1,0.38522929,0.3369,1,0.089363858,9
1,0.0642,1,0.25948137,0.1068,1,0.198931903,10
1,0.0,1,0.8810997435714286,0.0,1,0.832674137,11
1,0.0,1,0.46832259,0.0,1,0.886712551,12
1,0.0,1,0.8413501385,0.0,1,0.8441788255,13
1,0.0,1,0.5858838035,0.0,1,0.8824123294999999,14
1,0.16,1,0.655076563,0.1615,1,0.907849193,15
1,0.3418,1,0.843971074,0.4263,1,0.964260221,16
1,0.4952,1,0.989659667,0.57,1,0.942756534,17
1,0.56835,1,0.9977719190000001,0.6397999999999999,1,0.8224532605,18
1,0.5414,1,1.0,0.5409,1,0.882102609,19
1,0.4677,1,0.998463929,0.4277,1,0.888284206,20
1,0.3193,1,0.957467973,0.3402,1,0.899303496,21
1,0.1003,1,0.884891868,0.1301,1,0.918197513,22
1,0.0,1,0.5384090326666667,0.0,1,0.8347340886666667,23
1,0.0,1,0.553053379,0.0,1,0.573096633,24
1,0.0,1,0.677880645,0.0,1,0.476775587,25
1,0.0,1,0.80630821,0.0,1,0.574992657,26
1,0.0,1,0.801423192,0.0,1,0.604182601,27
1,0.0,1,0.683541417,0.0,1,0.7687069175000001,28
1,0.2147,1,0.731341124,0.1899,1,0.87292397,29
1,0.436,1,0.992636561,0.4305,1,0.912224948,30
1,0.60538,1,1.0,0.6228400000000001,1,0.9918695211999999,31
1,0.3781,1,0.999652565,0.4127,1,0.983224452,32
1,0.1371,1,0.945950031,0.1725,1,0.998122811,33
1,0.0,1,0.9119028648666666,0.0,1,0.9443030198000001,34
1,0.2277,1,0.378751755,0.2204,1,0.823099732,35
1,0.4502,1,0.383687705,0.4435,1,0.801250398,36
1,0.6046,1,0.43698281,0.5641,1,0.801717401,37
1,0.67595,1,0.013734350499999999,0.6611,1,0.2697606085,38
1,0.6482,1,5.38e-05,0.6024,1,0.186628819,39
1,0.528,1,6.64e-05,0.4635,1,0.105973914,40
1,0.3343,1,0.002060085,0.305,1,0.071392164,41
1,0.028,1,5.04e-05,0.0783,1,0.033698864,42
1,0.0,1,0.097491965,0.0,1,0.225880757,43
1,0.0,1,0.291266352,0.0,1,0.277302444,44
1,0.0,1,0.2168922425,0.0,1,0.3567586835,45
1,0.0,1,0.409326077,0.0,1,0.468558729,46
1,0.0,1,0.685454428,0.0,1,0.585748136,47
1,0.0,1,0.5285195659999999,0.0,1,0.5921531915,48
1,0.0,1,0.222339511,0.0,1,0.524353385,49
1,0.0,1,0.063489825,0.0,1,0.469980359,50
1,0.0,1,0.034827486,0.0,1,0.364646316,51
1,0.1033,1,0.0359466,0.1154,1,0.391142845,52
1,0.2804,1,0.168909371,0.2997,1,0.372059673,53
1,0.4372,1,0.119043224,0.4896,1,0.292032659,54
1,0.5913,1,0.057592459,0.5795,1,0.214939833,55
1,0.5349,1,0.084502511,0.5517,1,0.320211053,56
1,0.4854,1,0.249637455,0.4408,1,0.390997708,57
1,0.3973,1,0.350143909,0.4072,1,0.371668875,58
1,0.2948,1,0.742475271,0.3063,1,0.564464331,59
1,0.0897,1,0.870121062,0.1054,1,0.659781039,60
1,0.0,1,0.958805382,0.0,1,0.668345809,61
1,0.0,1,0.5142169493333333,0.0,1,0.7284571729999999,62
1,0.0,1,0.002315517,0.0,1,0.167690724,63
1,0.0,1,0.094827555,0.0,1,0.573313653,64
1,0.0,1,0.031066958,0.0,1,0.43366161,65
1,0.0,1,0.09955580033333333,0.0,1,0.2655110113333334,66
1,0.0,1,0.4039141385,0.0,1,0.105321355,67
1,0.0,1,0.435889482,0.0,1,0.070327573,68
1,0.0,1,0.563583791,0.0,1,0.099923894,69
1,0.0,1,0.845474541,0.0,1,0.154476166,70
1,0.1023,1,0.694941878,0.139,1,0.193684876,71
1,0.2939,1,0.832901537,0.4082,1,0.242370129,72
1,0.5036,1,0.784772754,0.5689,1,0.246076912,73
1,0.6073500000000001,1,0.5553147195,0.6067499999999999,1,0.231999636,74
1,0.4261,1,0.535089731,0.557,1,0.258899093,75
1,0.3649,1,0.20891723,0.3724,1,0.195579961,76
1,0.1992,1,0.3200486,0.1936,1,0.375185788,77
1,0.0151,1,0.762181401,0.0704,1,0.408885181,78
1,0.0,1,0.9612601042,0.0,1,0.39205104100000004,79
1,0.0,1,0.972513497,0.0,1,0.419259131,80
1,0.0,1,0.935399751,0.0,1,0.3336450656666667,81
1,0.0,1,0.6546890734999999,0.0,1,0.411888853,82
1,0.0,1,0.15532089025,0.0,1,0.34556546050000003,83
1,0.1883,1,0.232314631,0.1888,1,0.156356975,84
1,0.4067,1,0.527668715,0.418,1,0.096909747,85
1,0.5478,1,0.643087626,0.5584,1,0.082197607,86
1,0.6400333333333333,1,0.5020546416666667,0.6571333333333333,1,0.10089192533333334,87
1,0.5093,1,0.640720606,0.5124,1,0.067702353,88
1,0.299,1,0.400899559,0.316,1,0.140837073,89
1,0.0553,1,0.538941324,0.1148,1,0.161545038,90
1,0.0,1,0.881827146,0.0,1,0.20853391999999998,91
1,0.0,1,0.243614614,0.0,1,0.357263148,92
1,0.0,1,0.643543959,0.0,1,0.407699734,93
1,0.0,1,0.9320109069000001,0.0,1,0.7273487866,94
1,0.0,1,0.804335475,0.0,1,0.554285526,95
1,0.2056,1,0.796525359,0.1964,1,0.616902471,96
1,0.4097,1,0.6475963,0.35,1,0.659731388,97
1,0.5584,1,0.803939998,0.4004,1,0.512989461,98
1,0.4656,1,0.813347638,0.5397,1,0.467998236,99
1,0.5883,1,0.7979697585,0.5419499999999999,1,0.4056489915,100
1,0.5111,1,0.920710862,0.4839,1,0.587767482,101
1,0.3605,1,0.424674869,0.3378,1,0.65806514,102
1,0.1202,1,0.673590124,0.1348,1,0.666335702,103
1,0.0,1,0.8112070412499999,0.0,1,0.667429745,104
1,0.0,1,0.775906444,0.0,1,0.523823261,105
1,0.0,1,0.790116549,0.0,1,0.516953051,106
1,0.0,1,0.2714230345,0.0,1,0.4260637015,107
1,0.0,1,0.1333901002,0.0,1,0.3101947664,108
1,0.0,1,0.174716681,0.0,1,0.409066558,109
1,0.0,1,0.109989181,0.0,1,0.39652282,110
1,0.1584,1,0.090794012,0.1776,1,0.398093283,111
1,0.3603,1,0.030788897,0.3604,1,0.361599565,112
1,0.4586,1,0.016659057,0.4766,1,0.296996891,113
1,0.5377000000000001,1,0.021298549,0.5906,1,0.153123453,114
1,0.7654,1,0.063318081,0.7914,1,0.1468952,115
1,0.5757,1,0.212307662,0.5949,1,0.240729049,116
1,0.4019,1,0.184758514,0.4277,1,0.319725215,117
1,0.1541,1,0.409239978,0.1815,1,0.499451488,118
1,0.0,1,0.5051249682,0.0,1,0.8217498302000001,119
1,0.0,1,0.311569244,0.0,1,0.957307518,120
1,0.0,1,0.18706896,0.0,1,0.9118384652222221,121
1,0.1709,1,0.695573568,0.1778,1,0.789421737,122
1,0.3428,1,0.131348357,0.3614,1,0.802557707,123
1,0.4545,1,0.239212155,0.4885,1,0.730632544,124
1,0.5223,1,0.310001045,0.5863,1,0.699638247,125
1,0.60345,1,0.419120267,0.5589,1,0.4981611965,126
1,0.5176,1,0.579014182,0.4279,1,0.620525122,127
1,0.3503,1,0.643352985,0.2873,1,0.686781466,128
1,0.1105,1,0.790205538,0.1142,1,0.834916592,129
1,0.0,1,0.5468721119090909,0.0,1,0.9040985811818182,130
1,0.0,1,0.297564685,0.0,1,0.414530814,131
1,0.0,1,0.620805919,0.0,1,0.377632737,132
1,0.0,1,0.506251514,0.0,1,0.347323477,133
1,0.0,1,0.369528323,0.0,1,0.218754575,134
1,0.1904,1,0.075398572,0.1817,1,0.348196238,135
1,0.3998,1,0.052092776,0.3776,1,0.275951982,136
1,0.5309200000000001,1,0.0349891584,0.61524,1,0.0663986444,137
1,0.358,1,0.209739819,0.4076,1,0.050122589,138
1,0.1237,1,0.270353645,0.1352,1,0.076377168,139
1,0.0,1,0.587898731,0.0,1,0.160285532,140
1,0.0,1,0.801127791,0.0,1,0.250386924,141
1,0.0,1,0.471754193,0.0,1,0.234963924,142
1,0.0,1,0.497119367,0.0,1,0.377899528,143
1,0.0,1,0.433294594,0.0,1,0.383023888,144
1,0.0,1,0.464815438,0.0,1,0.388597429,145
1,0.0,1,0.495626986,0.0,1,0.359877288,146
1,0.0,1,0.773328662,0.0,1,0.376229882,147
1,0.0,1,0.96623474375,0.0,1,0.45900484175,148
1,0.0,1,0.9921667973333334,0.0,1,0.594845752,149
1,0.0208,1,0.997184018,0.022266666666666667,1,0.6657101113333334,150
1,0.1045,1,1.0,0.0905,1,0.958478153,151
1,0.0515,1,1.0,0.1765,1,0.988630712,152
1,0.0671,1,0.999296963,0.3062,1,0.989668608,153
1,0.17545,1,0.9804972409999999,0.32515,1,0.9586382505,154
1,0.0357,1,0.908562422,0.0903,1,0.918866634,155
1,0.0,1,0.40684130775,0.0,1,0.914873585,156
1,0.0,1,0.080651544,0.0,1,0.886783063,157
1,0.0,1,0.102896959,0.0,1,0.897890389,158
1,0.0,1,0.2544008045,0.0,1,0.60537908225,159
1,0.0,1,0.436896056,0.0,1,0.481707722,160
1,0.0,1,0.34168756,0.0,1,0.280787885,161
1,0.0,1,0.466558039,0.0,1,0.166776717,162
1,0.0,1,0.813244164,0.0,1,0.205677763,163
1,0.00205,1,0.337962657,0.00335,1,0.284062177,164
1,0.0805,1,0.228007585,0.1502,1,0.422922343,165
1,0.2869,1,0.705251694,0.4189,1,0.396006346,166
1,0.4127,1,0.98025769,0.4948,1,0.389075994,167
1,0.5241,1,1.0,0.5722,1,0.531895161,168
1,0.5732,1,1.0,0.5483,1,0.695458591,169
1,0.4743,1,1.0,0.4087,1,0.841732681,170
1,0.305,1,1.0,0.313,1,0.831212223,171
1,0.0978,1,1.0,0.1318,1,0.771754384,172
1,0.0,1,0.9797294696000001,0.0,1,0.9800469398666666,173
1,0.1892,1,0.907200992,0.164,1,0.986133695,174
1,0.3808,1,0.940828919,0.3817,1,0.990893126,175
