Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,1,8736,200928.0,1,11998.282403627723,1,1,0,1
,,,,,,,2,10999.558267933257,1,0,1,7
,,,,,,,3,12163.536641109158,1,0,1,1
,,,,,,,4,13174.474158410376,1,0,1,5
,,,,,,,5,13109.297806683067,1,0,1,1
,,,,,,,6,12586.235350423156,1,0,1,19
,,,,,,,7,14729.821963442073,1,0,1,3
,,,,,,,8,15618.40218809435,1,0,1,44
,,,,,,,9,17991.388758059427,1,0,1,4
,,,,,,,10,15455.248583095183,1,0,1,68
,,,,,,,11,14556.655370504031,1,0,1,1
,,,,,,,12,14408.047253718385,1,0,1,4
,,,,,,,13,13784.094324798067,1,0,1,1
,,,,,,,14,14797.369404195793,1,0,1,187
,,,,,,,15,16613.88455268694,1,0,1,2
,,,,,,,16,16180.302321305235,1,0,1,21
,,,,,,,17,18172.333598734476,1,0,1,1
,,,,,,,18,15567.550979142869,1,0,1,48
,,,,,,,19,16182.166658085795,1,0,1,4
,,,,,,,20,15888.514425391726,1,0,1,19
,,,,,,,21,17761.96397674771,1,0,1,1
,,,,,,,22,15451.33490568096,1,0,1,120
,,,,,,,23,15536.915746945946,1,0,1,1
,,,,,,,24,15337.765783334718,1,0,1,3
,,,,,,,25,15026.26707762565,1,0,1,1
,,,,,,,26,15022.44500761695,1,0,1,1
,,,,,,,27,14927.685331118357,1,0,1,56
,,,,,,,28,11939.945545600194,1,0,1,1
,,,,,,,29,14039.35265331497,1,0,1,32
,,,,,,,30,14594.272585852817,1,0,1,1
,,,,,,,31,14780.849950751213,1,0,1,2
,,,,,,,32,14459.69548923069,1,0,1,1
,,,,,,,33,13953.170632288202,1,0,1,2
,,,,,,,34,13815.374950395588,1,0,1,1
,,,,,,,35,12978.775373145825,1,0,1,16
,,,,,,,36,13316.494233470501,1,0,1,1
,,,,,,,37,13960.31186835709,1,0,1,1
,,,,,,,38,14329.518802158047,1,0,1,4
,,,,,,,39,14044.095666179386,1,0,1,1
,,,,,,,40,14094.084318661598,1,0,1,1
,,,,,,,41,15024.072261107498,1,0,1,56
,,,,,,,42,14367.17880845684,1,0,1,57
,,,,,,,43,16434.699875831695,1,0,1,1
,,,,,,,44,16416.494752895516,1,0,1,1
,,,,,,,45,14526.209218630735,1,0,1,145
,,,,,,,46,15588.010788114885,1,0,1,1
,,,,,,,47,14648.65936195748,1,0,1,22
,,,,,,,48,15665.15625381681,1,0,1,1
,,,,,,,49,15366.431308399973,1,0,1,1
,,,,,,,50,15172.410965063582,1,0,1,1
,,,,,,,51,14534.190893163284,1,0,1,187
,,,,,,,52,14442.797916560645,1,0,1,1
,,,,,,,53,13123.401976511821,1,0,1,22
,,,,,,,54,13116.64020433136,1,0,1,1
,,,,,,,55,14009.768280827126,1,0,1,48
,,,,,,,56,16132.25344119586,1,0,1,1
,,,,,,,57,14442.982314675102,1,0,1,24
,,,,,,,58,15402.640392692923,1,0,1,1
,,,,,,,59,15211.235149888802,1,0,1,2
,,,,,,,60,14829.88308573125,1,0,1,2
,,,,,,,61,13517.729925036609,1,0,1,19
,,,,,,,62,15134.331078082163,1,0,1,5
,,,,,,,63,13830.740951949707,1,0,1,66
,,,,,,,64,14189.133164930592,1,0,1,1
,,,,,,,65,14322.58375670805,1,0,1,5
,,,,,,,66,13855.808427856047,1,0,1,1
,,,,,,,67,14229.983684689814,1,0,1,41
,,,,,,,68,15533.69716167546,1,0,1,1
,,,,,,,69,15553.109254088069,1,0,1,1
,,,,,,,70,15349.684606914483,1,0,1,2
,,,,,,,71,15230.702104550342,1,0,1,11
,,,,,,,72,14444.21127259257,1,0,1,154
,,,,,,,73,16168.060202329998,1,0,1,4
,,,,,,,74,14450.408529648143,1,0,1,18
,,,,,,,75,15694.022940461466,1,0,1,1
,,,,,,,76,15342.151105765754,1,0,1,5
,,,,,,,77,14716.981149290037,1,0,1,1
,,,,,,,78,14551.525750229197,1,0,1,1
,,,,,,,79,13505.740497928213,1,0,1,43
,,,,,,,80,15112.263652821406,1,0,1,1
,,,,,,,81,13324.100376300681,1,0,1,45
,,,,,,,82,13335.604583514003,1,0,1,1
,,,,,,,83,13702.221561980119,1,0,1,1
,,,,,,,84,13513.984614051631,1,0,1,4
,,,,,,,85,12884.90206485648,1,0,1,1
,,,,,,,86,12922.720441784673,1,0,1,1
,,,,,,,87,13126.179625735438,1,0,1,166
,,,,,,,88,12427.661794868287,1,0,1,1
,,,,,,,89,12553.9912667348,1,0,1,1
,,,,,,,90,13008.500996875267,1,0,1,88
,,,,,,,91,14749.770486733098,1,0,1,1
,,,,,,,92,15439.033875100324,1,0,1,6
,,,,,,,93,15489.944518154813,1,0,1,1
,,,,,,,94,12832.174064984132,1,0,1,17
,,,,,,,95,14920.958990806987,1,0,1,1
,,,,,,,96,14923.046042193317,1,0,1,4
,,,,,,,97,14555.09636826364,1,0,1,2
,,,,,,,98,11524.043980179782,1,0,1,15
,,,,,,,99,12050.483833483393,1,0,1,1
,,,,,,,100,12960.33507813885,1,0,1,78
,,,,,,,101,14720.199734560521,1,0,1,1
,,,,,,,102,14672.926763400283,1,0,1,1
,,,,,,,103,14838.382162461123,1,0,1,1
,,,,,,,104,13580.427959275037,1,0,1,62
,,,,,,,105,14966.01918459377,1,0,1,1
,,,,,,,106,14141.370700593796,1,0,1,15
,,,,,,,107,12703.26730282707,1,0,1,64
,,,,,,,108,14359.91934584567,1,0,1,1
,,,,,,,109,13068.543727955426,1,0,1,16
,,,,,,,110,15113.269460718431,1,0,1,1
,,,,,,,111,14790.887913563536,1,0,1,5
,,,,,,,112,13059.266048148125,1,0,1,42
,,,,,,,113,14834.761254031828,1,0,1,1
,,,,,,,114,13203.66445281321,1,0,1,23
,,,,,,,115,14592.763874007278,1,0,1,1
,,,,,,,116,14180.835249780124,1,0,1,6
,,,,,,,117,13505.384956532056,1,0,1,1
,,,,,,,118,12278.39990294957,1,0,1,21
,,,,,,,119,12773.458549865958,1,0,1,1
,,,,,,,120,11655.78246340364,1,0,1,18
