MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,Time_Index
1,0.0,1,0.47914353950000005,0.0,1,0.816354803625,1
1,0.1779,1,0.329338044,0.2003,1,0.526324749,2
1,0.429,1,1.52e-05,0.4221,1,0.079201177,3
1,0.58826,1,0.15101797860000002,0.59558,1,0.0194874,4
1,0.3311,1,0.38522929,0.3369,1,0.089363858,5
1,0.0040125,1,0.711878765375,0.006675,1,0.8136926833125,6
1,0.16,1,0.655076563,0.1615,1,0.907849193,7
1,0.1616,1,0.831267045893617,0.17094893617021278,1,0.8789206020212765,8
1,0.2277,1,0.378751755,0.2204,1,0.823099732,9
1,0.4502,1,0.383687705,0.4435,1,0.801250398,10
1,0.6046,1,0.43698281,0.5641,1,0.801717401,11
1,0.1344685714285714,1,0.42422501007142854,0.13969714285714285,1,0.35978905137142864,12
1,0.4067,1,0.527668715,0.418,1,0.096909747,13
1,0.59544,1,0.5579944313999999,0.60844,1,0.0905151472,14
1,0.299,1,0.400899559,0.316,1,0.140837073,15
1,0.00345625,1,0.8321374208125,0.007175,1,0.5732093220000001,16
1,0.2056,1,0.796525359,0.1964,1,0.616902471,17
1,0.4097,1,0.6475963,0.35,1,0.659731388,18
1,0.54234,1,0.826787603,0.50158,1,0.47601063239999997,19
1,0.11515454545454547,1,0.34474807486363634,0.1212909090909091,1,0.4366601541818182,20
1,0.7654,1,0.063318081,0.7914,1,0.1468952,21
1,0.15954583333333333,1,0.31422902241666667,0.1639958333333333,1,0.7646283848333333,22
1,0.5176,1,0.579014182,0.4279,1,0.620525122,23
1,0.12037299270072992,1,0.7404167937445255,0.13157518248175182,1,0.7359510450583941,24
1,0.2391,1,0.058440641,0.2371,1,0.694000363,25
1,0.4586,1,0.001883788,0.4656,1,0.494121283,26
1,0.6490250000000001,1,0.17750003,0.63225,1,0.15750601525,27
1,0.4943,1,0.688237429,0.435,1,0.394359469,28
1,0.13277381974248925,1,0.5841463387124464,0.1332,1,0.6760797348326181,29
1,0.1243,1,0.0,0.1448,1,0.628320456,30
1,0.07542127659574469,1,0.5069728212553191,0.06714255319148937,1,0.6628754318723405,31
1,0.2499,1,0.541716576,0.2267,1,0.878550053,32
1,0.4810666666666667,1,0.03978214433333333,0.4338333333333333,1,0.5801623463333333,33
1,0.5597,1,0.021236544,0.6758,1,0.422075212,34
1,0.64095,1,0.3719397335,0.66385,1,0.1716691405,35
1,0.4365,1,0.974582016,0.3833,1,0.189681008,36
1,0.195,1,0.989060044,0.1751,1,0.334965825,37
1,0.0,1,0.8878044089333333,0.0,1,0.9325113892000001,38
1,0.2679,1,0.72623843,0.2674,1,0.997840822,39
1,0.2124952380952381,1,0.638287044904762,0.2241015873015873,1,0.46707787446031757,40
1,0.1741444444444444,1,0.5031076909716312,0.17743735224586288,1,0.5994731683309693,41
1,0.4635,1,0.455034077,0.406,1,0.772954941,42
1,0.18177720588235294,1,0.6432808425441178,0.18745477941176472,1,0.7236930741286765,43
1,0.12060769230769235,1,0.35452041469230766,0.12125897435897436,1,0.5668592224102564,44
1,0.2702,1,0.8455016315,0.3447,1,0.43650825299999996,45
1,0.0928725,1,0.512268556575,0.1028575,1,0.6294718385,46
1,0.5627,1,0.646394074,0.584,1,0.647287786,47
1,0.593675,1,0.82831734425,0.61835,1,0.754738763,48
1,0.0,1,0.9964570105,0.0,1,0.801267028,49
1,0.0,1,0.6848690752727273,0.0,1,0.8008554687272728,50
1,0.156,1,0.570405245,0.166,1,0.758821309,51
1,0.482725,1,0.18261599166666664,0.4947916666666667,1,0.3680795020833334,52
1,0.0,1,0.590696812,0.0,1,0.320417523,53
1,0.0,1,0.940650821,0.0,1,0.250929922,54
1,0.24569512195121948,1,0.905167297609756,0.24980243902439023,1,0.7785545362439026,55
1,0.5003,1,0.997570157,0.4194,1,0.642984033,56
1,0.2563,1,0.928186834,0.2272,1,0.659290433,57
1,0.12096315789473686,1,0.8223478160263159,0.13200263157894737,1,0.7005522318421052,58
1,0.1557,1,0.938784659,0.1773,1,0.49563694,59
1,0.3873,1,1.0,0.4252,1,0.375570089,60
1,0.1902,1,0.37051293768181814,0.23082727272727277,1,0.24488958286363635,61
1,0.1634,1,0.904002309,0.1727,1,0.947718859,62
1,0.3936,1,0.959290564,0.403,1,0.855734825,63
1,0.5714,1,0.997889757,0.5786,1,0.781125665,64
1,0.71824,1,0.8437740208000001,0.72312,1,0.4416842998,65
1,0.5494,1,0.918886721,0.582,1,0.360668629,66
1,0.3596,1,0.893582225,0.4025,1,0.36010474,67
1,0.1252,1,0.785220444,0.1701,1,0.591436982,68
1,0.19673703703703702,1,0.571828835,0.19940740740740742,1,0.5224908321481482,69
1,0.0,1,0.72546494,0.0,1,0.095217265,70
1,0.0,1,0.649517715,0.0,1,0.076705948,71
1,0.21401463414634145,1,0.539379952902439,0.23540243902439026,1,0.3889397909512195,72
1,0.3224,1,0.923883617,0.4131,1,0.108378366,73
1,0.14382441860465117,1,0.23251397746511626,0.15289186046511627,1,0.3966639309186047,74
1,0.1781,1,0.430206776,0.1668,1,0.878085494,75
1,0.3859,1,0.129357621,0.3594,1,0.643517971,76
1,0.6454571428571428,1,0.04557766785714285,0.6337428571428572,1,0.4673402182857142,77
1,0.3592,1,0.216820419,0.4068,1,0.66914618,78
1,0.19706629213483143,1,0.3537362145280899,0.19942022471910112,1,0.5647673713595505,79
1,0.6862199999999999,1,0.08944241480000001,0.68726,1,0.6232106567999999,80
1,0.152875,1,0.5141733102,0.1467,1,0.8508212127,81
1,0.1681,1,0.35289073,0.2003,1,0.043213755,82
1,0.1910975,1,0.5252374275666666,0.19984833333333332,1,0.5273599934,83
