$/MWh,Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Rel_TimeStep
2000.0,1.0,1.0,1.0,1.0,8760.0,8760.0,50000.0,1.0,7268.25,2075.625,990.875,8.0
1800.0,0.9,2.0,0.04,,,,,2.0,7946.0,2269.0,1083.0,1.0
1100.0,0.55,3.0,0.024,,,,,3.0,8340.0,2382.0,1137.0,1.0
400.0,0.2,4.0,0.003,,,,,4.0,8258.5,2358.2727272727275,1125.7272727272727,22.0
,,,,,,,,5.0,8513.0,2431.0,1161.0,1.0
,,,,,,,,6.0,10090.468085106382,2881.68085106383,1375.595744680851,47.0
,,,,,,,,7.0,11834.0,3380.0,1614.0,1.0
,,,,,,,,8.0,11803.0,3371.0,1609.0,1.0
,,,,,,,,9.0,11777.0,3363.0,1605.0,1.0
,,,,,,,,10.0,9747.924731182795,2783.9247311827958,1328.9139784946237,93.0
,,,,,,,,11.0,8468.0,2418.0,1154.0,1.0
,,,,,,,,12.0,8906.0,2544.0,1214.0,1.0
,,,,,,,,13.0,9312.0,2659.2,1269.6,5.0
,,,,,,,,14.0,9630.181818181818,2750.318181818182,1312.9545454545455,22.0
,,,,,,,,15.0,10513.0,3002.0,1434.0,1.0
,,,,,,,,16.0,9944.625,2839.9583333333335,1355.7916666666667,24.0
,,,,,,,,17.0,10262.0,2930.0,1399.0,1.0
,,,,,,,,18.0,9922.61313868613,2833.7372262773724,1352.7518248175184,137.0
,,,,,,,,19.0,11587.0,3309.0,1580.0,1.0
,,,,,,,,20.0,11837.0,3381.0,1614.0,1.0
,,,,,,,,21.0,11733.5,3351.0,1599.75,4.0
,,,,,,,,22.0,11370.0,3247.0,1550.0,1.0
,,,,,,,,23.0,9922.387900355872,2833.733096085409,1352.7010676156583,281.0
,,,,,,,,24.0,9129.0,2607.0,1245.0,1.0
,,,,,,,,25.0,9584.333333333334,2737.3333333333335,1306.6666666666667,3.0
,,,,,,,,26.0,9397.0,2684.0,1281.0,1.0
,,,,,,,,27.0,9077.0,2592.5,1237.0,2.0
,,,,,,,,28.0,9005.0,2572.0,1227.0,1.0
,,,,,,,,29.0,9435.0,2694.0,1287.0,1.0
,,,,,,,,30.0,8397.666666666666,2398.3333333333335,1144.8666666666666,15.0
,,,,,,,,31.0,8673.0,2477.0,1182.0,1.0
,,,,,,,,32.0,9732.952380952382,2779.6666666666665,1326.873015873016,63.0
,,,,,,,,33.0,9472.078014184397,2705.1418439716313,1291.2860520094562,423.0
,,,,,,,,34.0,8855.0,2529.0,1207.0,1.0
