Time_Index,CT_NG,ME_NG,MA_NG
0,0.05306,0.05306,0.05306
1,5.45,5.45,5.28
2,5.45,5.45,5.28
3,5.45,5.45,5.28
4,5.450000000000001,5.450000000000001,5.28
5,5.45,5.45,5.28
6,5.45,5.45,5.28
7,5.45,5.45,5.28
8,5.450000000000001,5.450000000000001,5.279999999999999
9,5.45,5.45,5.28
10,5.45,5.45,5.28
11,5.45,5.45,5.28
12,5.450000000000001,5.450000000000001,5.28
13,5.45,5.45,5.28
14,5.45,5.45,5.28
15,5.45,5.45,5.28
16,5.450000000000001,5.450000000000001,5.28
17,5.45,5.45,5.28
18,5.45,5.45,5.28
19,5.45,5.45,5.28
20,5.45,5.45,5.28
21,5.450000000000001,5.450000000000001,5.28
22,5.45,5.45,5.28
23,5.45,5.45,5.28
24,5.45,5.45,5.28
25,5.45,5.45,5.28
26,5.45,5.45,5.28
27,5.45,5.45,5.28
28,5.450000000000001,5.450000000000001,5.28
29,5.45,5.45,5.28
30,5.449999999999999,5.449999999999999,5.279999999999997
31,4.090000000000001,4.090000000000001,3.9799999999999995
32,4.09,4.09,3.98
33,4.09,4.09,3.98
34,3.14,3.14,3.69
35,3.14,3.14,3.69
36,3.14,3.14,3.69
37,3.14,3.14,3.69
38,3.14,3.14,3.6899999999999995
39,3.14,3.14,3.69
40,3.14,3.14,3.6899999999999995
41,3.14,3.14,3.69
42,3.14,3.14,3.69
43,3.14,3.14,3.69
44,3.14,3.14,3.69
45,3.14,3.14,3.6899999999999995
46,3.14,3.14,3.69
47,3.14,3.14,3.69
48,3.14,3.14,3.69
49,3.14,3.14,3.6900000000000004
50,3.14,3.14,3.69
51,3.14,3.14,3.69
52,3.14,3.14,3.69
53,3.14,3.14,3.689999999999999
54,3.14,3.14,3.69
55,3.14,3.14,3.69
56,3.14,3.14,3.6900000000000004
57,3.14,3.14,3.69
58,3.1399999999999997,3.1399999999999997,3.6900000000000004
59,3.14,3.14,3.69
60,3.14,3.14,3.6899999999999995
61,2.1299999999999994,2.1299999999999994,3.18
62,2.13,2.13,3.18
63,2.129999999999999,2.129999999999999,3.1800000000000006
64,1.9399999999999997,1.9399999999999997,1.9499999999999995
65,1.94,1.94,1.95
66,1.9057142857142857,1.9057142857142857,2.03
67,1.82,1.82,2.23
68,1.8199999999999998,1.8199999999999998,2.2300000000000004
69,1.82,1.82,2.23
70,1.8571278825995807,1.8571278825995807,2.288343815513626
71,1.89,1.89,2.34
72,1.89,1.89,2.339999999999999
73,1.89,1.89,2.34
74,1.89,1.89,2.3400000000000007
75,1.89,1.89,2.34
76,1.8764935064935067,1.8764935064935067,2.316103896103896
77,1.76,1.76,2.11
78,1.760000000000001,1.760000000000001,2.11
79,1.76,1.76,2.11
80,1.76,1.76,2.11
81,1.76,1.76,2.11
82,1.7599999999999998,1.7599999999999998,2.11
83,1.76,1.76,2.11
84,1.7517204301075269,1.7517204301075269,2.11
85,1.75,1.75,2.11
86,1.75,1.75,2.1100000000000003
87,1.75,1.75,2.11
88,1.75,1.75,2.1100000000000003
89,1.75,1.75,2.11
90,1.75,1.75,2.11
91,1.656119873817034,1.656119873817034,1.8752996845425867
92,2.7800000000000002,2.7800000000000002,2.740000000000001
93,2.78,2.78,2.74
94,2.78,2.78,2.74
95,2.78,2.78,2.74
96,2.78,2.78,2.74
97,2.78,2.78,2.74
98,2.78,2.78,2.74
99,2.78,2.78,2.74
100,2.78,2.78,2.74
101,2.78,2.78,2.74
102,2.779999999999999,2.779999999999999,2.7400000000000015
103,2.78,2.78,2.74
104,2.78,2.78,2.7399999999999993
105,2.78,2.78,2.74
106,2.7800000000000002,2.7800000000000002,2.74
107,2.78,2.78,2.74
108,2.78,2.78,2.74
109,2.78,2.78,2.74
110,2.78,2.78,2.74
111,2.78,2.78,2.74
112,2.78,2.78,2.74
113,2.78,2.78,2.74
114,2.78,2.78,2.74
115,2.78,2.78,2.74
116,2.7800000000000007,2.7800000000000007,2.740000000000001
117,2.78,2.78,2.74
118,2.7800000000000002,2.7800000000000002,2.7400000000000007
119,3.7800000000000007,3.7800000000000007,4.280000000000001
120,3.78,3.78,4.28
121,3.7799999999999994,3.7799999999999994,4.28
122,3.78,3.78,4.28
123,3.78,3.78,4.28
