MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,Time_Index
1,0.0,1,0.63369798675,0.0,1,0.892615184,1
1,0.0,1,0.381773531,0.0,1,0.831012249,2
1,0.0,1,0.244582877,0.0,1,0.776541591,3
1,0.0,1,0.3359999805,0.0,1,0.6764119264999999,4
1,0.1779,1,0.329338044,0.2003,1,0.526324749,5
1,0.429,1,1.52e-05,0.4221,1,0.079201177,6
1,0.5748,1,4.55e-05,0.5774,1,0.02501085,7
1,0.6346,1,0.043686922499999996,0.6335,1,0.009324138,8
1,0.596,1,0.341097623,0.6205,1,0.018969901,9
1,0.5013,1,0.326572925,0.513,1,0.034807973,10
1,0.3311,1,0.38522929,0.3369,1,0.089363858,11
1,0.0642,1,0.25948137,0.1068,1,0.198931903,12
1,0.0,1,0.818314612,0.0,1,0.486049294,13
1,0.0,1,0.947374165,0.0,1,0.695741773,14
1,0.0,1,0.9139798582499999,0.0,1,0.9236372707499999,15
1,0.0,1,0.746089995,0.0,1,0.952378809,16
1,0.0,1,0.433065981,0.0,1,0.905306697,17
1,0.0,1,0.503579199,0.0,1,0.868118405,18
1,0.0,1,0.8413501385,0.0,1,0.8441788255,19
1,0.0,1,0.635637224,0.0,1,0.943921924,20
1,0.0,1,0.7152093049999999,0.0,1,0.8680301905,21
1,0.0,1,0.27747938,0.0,1,0.849667013,22
1,0.16,1,0.655076563,0.1615,1,0.907849193,23
1,0.3418,1,0.843971074,0.4263,1,0.964260221,24
1,0.4952,1,0.989659667,0.57,1,0.942756534,25
1,0.56835,1,0.9977719190000001,0.6397999999999999,1,0.8224532605,26
1,0.5414,1,1.0,0.5409,1,0.882102609,27
1,0.4677,1,0.998463929,0.4277,1,0.888284206,28
1,0.3193,1,0.957467973,0.3402,1,0.899303496,29
1,0.1003,1,0.884891868,0.1301,1,0.918197513,30
1,0.0,1,0.697858751,0.0,1,0.785050571,31
1,0.0,1,0.532083452,0.0,1,0.849610209,32
1,0.0,1,0.179168805,0.0,1,0.890681326,33
1,0.0,1,0.460624933,0.0,1,0.895241141,34
1,0.0,1,0.575961411,0.0,1,0.842129111,35
1,0.0,1,0.526084423,0.0,1,0.778776944,36
1,0.0,1,0.570720732,0.0,1,0.798049688,37
1,0.0,1,0.6515893935,0.0,1,0.836533904,38
1,0.0,1,0.553053379,0.0,1,0.573096633,39
1,0.0,1,0.677880645,0.0,1,0.476775587,40
1,0.0,1,0.80630821,0.0,1,0.574992657,41
1,0.0,1,0.801423192,0.0,1,0.604182601,42
1,0.0,1,0.736126423,0.0,1,0.744862914,43
1,0.0,1,0.630956411,0.0,1,0.792550921,44
1,0.2147,1,0.731341124,0.1899,1,0.87292397,45
1,0.436,1,0.992636561,0.4305,1,0.912224948,46
1,0.60538,1,1.0,0.6228400000000001,1,0.9918695211999999,47
1,0.3781,1,0.999652565,0.4127,1,0.983224452,48
1,0.1371,1,0.945950031,0.1725,1,0.998122811,49
1,0.0,1,0.98847543,0.0,1,0.9913715482000001,50
1,0.0,1,0.950440772,0.0,1,0.93301372225,51
1,0.0,1,0.651830137,0.0,1,0.867187142,52
1,0.0,1,0.48080951,0.0,1,0.876390636,53
1,0.2277,1,0.378751755,0.2204,1,0.823099732,54
1,0.4502,1,0.383687705,0.4435,1,0.801250398,55
1,0.6046,1,0.43698281,0.5641,1,0.801717401,56
1,0.67595,1,0.013734350499999999,0.6611,1,0.2697606085,57
1,0.6482,1,5.38e-05,0.6024,1,0.186628819,58
1,0.528,1,6.64e-05,0.4635,1,0.105973914,59
1,0.3343,1,0.002060085,0.305,1,0.071392164,60
1,0.028,1,5.04e-05,0.0783,1,0.033698864,61
1,0.0,1,0.097491965,0.0,1,0.225880757,62
1,0.0,1,0.291266352,0.0,1,0.277302444,63
1,0.0,1,0.210415676,0.0,1,0.370590001,64
1,0.0,1,0.223368809,0.0,1,0.342927366,65
1,0.0,1,0.409326077,0.0,1,0.468558729,66
1,0.0,1,0.685454428,0.0,1,0.585748136,67
1,0.0,1,0.560226202,0.0,1,0.687084079,68
1,0.0,1,0.414616615,0.0,1,0.582934856,69
1,0.0,1,0.54906864475,0.0,1,0.5707250535,70
1,0.0,1,0.222339511,0.0,1,0.524353385,71
1,0.0,1,0.063489825,0.0,1,0.469980359,72
1,0.0,1,0.034827486,0.0,1,0.364646316,73
1,0.1033,1,0.0359466,0.1154,1,0.391142845,74
1,0.2804,1,0.168909371,0.2997,1,0.372059673,75
1,0.4372,1,0.119043224,0.4896,1,0.292032659,76
1,0.5913,1,0.057592459,0.5795,1,0.214939833,77
1,0.5349,1,0.084502511,0.5517,1,0.320211053,78
1,0.4854,1,0.249637455,0.4408,1,0.390997708,79
1,0.3973,1,0.350143909,0.4072,1,0.371668875,80
1,0.2948,1,0.742475271,0.3063,1,0.564464331,81
1,0.0897,1,0.870121062,0.1054,1,0.659781039,82
1,0.0,1,0.958805382,0.0,1,0.668345809,83
1,0.0,1,0.799080312,0.0,1,0.775924802,84
1,0.0,1,0.399789095,0.0,1,0.654665828,85
1,0.0,1,0.343781441,0.0,1,0.754780889,86
1,0.0,1,0.002315517,0.0,1,0.167690724,87
1,0.0,1,0.094827555,0.0,1,0.573313653,88
1,0.0,1,0.031066958,0.0,1,0.43366161,89
1,0.0,1,0.097598262,0.0,1,0.349793971,90
1,0.0,1,0.058144085,0.0,1,0.266512692,91
1,0.0,1,0.142925054,0.0,1,0.180226371,92
1,0.0,1,0.4039141385,0.0,1,0.105321355,93
1,0.0,1,0.435889482,0.0,1,0.070327573,94
1,0.0,1,0.563583791,0.0,1,0.099923894,95
1,0.0,1,0.845474541,0.0,1,0.154476166,96
1,0.1023,1,0.694941878,0.139,1,0.193684876,97
1,0.2939,1,0.832901537,0.4082,1,0.242370129,98
1,0.5036,1,0.784772754,0.5689,1,0.246076912,99
1,0.62,1,0.584573805,0.6386,1,0.237035424,100
1,0.5947,1,0.526055634,0.5749,1,0.226963848,101
1,0.4261,1,0.535089731,0.557,1,0.258899093,102
1,0.3649,1,0.20891723,0.3724,1,0.195579961,103
1,0.1992,1,0.3200486,0.1936,1,0.375185788,104
1,0.0151,1,0.762181401,0.0704,1,0.408885181,105
1,0.0,1,0.9547697455,0.0,1,0.40611810975,106
1,0.0,1,0.987221539,0.0,1,0.335782766,107
1,0.0,1,0.972513497,0.0,1,0.419259131,108
1,0.0,1,0.921534657,0.0,1,0.374869168,109
1,0.0,1,0.942332298,0.0,1,0.3130330145,110
1,0.0,1,0.740993917,0.0,1,0.387509257,111
1,0.0,1,0.56838423,0.0,1,0.436268449,112
1,0.0,1,0.254551947,0.0,1,0.409830958,113
1,0.0,1,0.088092998,0.0,1,0.362387031,114
1,0.0,1,0.139319308,0.0,1,0.3050219265,115
1,0.1883,1,0.232314631,0.1888,1,0.156356975,116
1,0.4067,1,0.527668715,0.418,1,0.096909747,117
1,0.5478,1,0.643087626,0.5584,1,0.082197607,118
1,0.6400333333333333,1,0.5020546416666667,0.6571333333333333,1,0.10089192533333334,119
1,0.5093,1,0.640720606,0.5124,1,0.067702353,120
1,0.299,1,0.400899559,0.316,1,0.140837073,121
1,0.0553,1,0.538941324,0.1148,1,0.161545038,122
1,0.0,1,0.923362017,0.0,1,0.168319955,123
1,0.0,1,0.840292275,0.0,1,0.248747885,124
1,0.0,1,0.243614614,0.0,1,0.357263148,125
1,0.0,1,0.643543959,0.0,1,0.407699734,126
1,0.0,1,0.796087563,0.0,1,0.559159398,127
1,0.0,1,0.9471135006666667,0.0,1,0.7460364964444444,128
1,0.0,1,0.804335475,0.0,1,0.554285526,129
1,0.2056,1,0.796525359,0.1964,1,0.616902471,130
1,0.4097,1,0.6475963,0.35,1,0.659731388,131
1,0.5584,1,0.803939998,0.4004,1,0.512989461,132
1,0.4656,1,0.813347638,0.5397,1,0.467998236,133
1,0.5802,1,0.786184669,0.5759,1,0.373288602,134
1,0.5964,1,0.809754848,0.508,1,0.438009381,135
1,0.5111,1,0.920710862,0.4839,1,0.587767482,136
1,0.3605,1,0.424674869,0.3378,1,0.65806514,137
1,0.1202,1,0.673590124,0.1348,1,0.666335702,138
1,0.0,1,0.7746537526666666,0.0,1,0.6925436653333333,139
1,0.0,1,0.920866907,0.0,1,0.592087984,140
1,0.0,1,0.775906444,0.0,1,0.523823261,141
1,0.0,1,0.790116549,0.0,1,0.516953051,142
1,0.0,1,0.313982964,0.0,1,0.425170183,143
1,0.0,1,0.228863105,0.0,1,0.42695722,144
1,0.0,1,0.13136906725,0.0,1,0.28697408725,145
1,0.0,1,0.141474232,0.0,1,0.403077483,146
1,0.0,1,0.174716681,0.0,1,0.409066558,147
1,0.0,1,0.109989181,0.0,1,0.39652282,148
1,0.1584,1,0.090794012,0.1776,1,0.398093283,149
1,0.3603,1,0.030788897,0.3604,1,0.361599565,150
1,0.4586,1,0.016659057,0.4766,1,0.296996891,151
1,0.4847,1,0.026496863,0.5273,1,0.182485133,152
1,0.5907,1,0.016100235,0.6539,1,0.123761773,153
1,0.7654,1,0.063318081,0.7914,1,0.1468952,154
1,0.5757,1,0.212307662,0.5949,1,0.240729049,155
1,0.4019,1,0.184758514,0.4277,1,0.319725215,156
1,0.1541,1,0.409239978,0.1815,1,0.499451488,157
1,0.0,1,0.7863978444999999,0.0,1,0.7516391874999999,158
1,0.0,1,0.363580614,0.0,1,0.875060856,159
1,0.0,1,0.317670733,0.0,1,0.820344567,160
1,0.0,1,0.271577805,0.0,1,0.910065353,161
1,0.0,1,0.311569244,0.0,1,0.957307518,162
1,0.0,1,0.221334517,0.0,1,0.946516454,163
1,0.0,1,0.171090662,0.0,1,0.934381068,164
1,0.0,1,0.079606064,0.0,1,0.913996696,165
1,0.0,1,0.224423826,0.0,1,0.9361573160000001,166
1,0.0,1,0.127237305,0.0,1,0.849615216,167
1,0.0,1,0.17743887,0.0,1,0.885867298,168
1,0.0,1,0.27053991,0.0,1,0.903562665,169
1,0.0,1,0.18752566,0.0,1,0.900292158,170
1,0.1709,1,0.695573568,0.1778,1,0.789421737,171
1,0.3428,1,0.131348357,0.3614,1,0.802557707,172
1,0.4545,1,0.239212155,0.4885,1,0.730632544,173
1,0.5223,1,0.310001045,0.5863,1,0.699638247,174
1,0.60345,1,0.419120267,0.5589,1,0.4981611965,175
1,0.5176,1,0.579014182,0.4279,1,0.620525122,176
1,0.3503,1,0.643352985,0.2873,1,0.686781466,177
1,0.1105,1,0.790205538,0.1142,1,0.834916592,178
1,0.0,1,0.8180142345,0.0,1,0.973283082,179
