MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,Time_Index
1,0.0,1,0.47914353950000005,0.0,1,0.816354803625,1
1,0.1779,1,0.329338044,0.2003,1,0.526324749,2
1,0.429,1,1.52e-05,0.4221,1,0.079201177,3
1,0.6146666666666666,1,0.029139781666666666,0.6148,1,0.014553042,4
1,0.596,1,0.341097623,0.6205,1,0.018969901,5
1,0.5013,1,0.326572925,0.513,1,0.034807973,6
1,0.3311,1,0.38522929,0.3369,1,0.089363858,7
1,0.0642,1,0.25948137,0.1068,1,0.198931903,8
1,0.0,1,0.7893714872222222,0.0,1,0.8446826734444444,9
1,0.0,1,0.8413501385,0.0,1,0.8441788255,10
1,0.0,1,0.5858838035,0.0,1,0.8824123294999999,11
1,0.16,1,0.655076563,0.1615,1,0.907849193,12
1,0.3418,1,0.843971074,0.4263,1,0.964260221,13
1,0.543325,1,0.99630087625,0.597625,1,0.867441416,14
1,0.4677,1,0.998463929,0.4277,1,0.888284206,15
1,0.3193,1,0.957467973,0.3402,1,0.899303496,16
1,0.1003,1,0.884891868,0.1301,1,0.918197513,17
1,0.0,1,0.5384090326666667,0.0,1,0.8347340886666667,18
1,0.0,1,0.615467012,0.0,1,0.5249361100000001,19
1,0.0,1,0.80630821,0.0,1,0.574992657,20
1,0.0,1,0.7228353420000001,0.0,1,0.7138654786666666,21
1,0.2147,1,0.731341124,0.1899,1,0.87292397,22
1,0.5487142857142857,1,0.9988984465714285,0.5653428571428571,1,0.9792567151428572,23
1,0.1371,1,0.945950031,0.1725,1,0.998122811,24
1,0.0,1,0.9119028648666666,0.0,1,0.9443030198000001,25
1,0.2277,1,0.378751755,0.2204,1,0.823099732,26
1,0.4502,1,0.383687705,0.4435,1,0.801250398,27
1,0.6046,1,0.43698281,0.5641,1,0.801717401,28
1,0.6667000000000001,1,0.009174166999999999,0.6415333333333334,1,0.24205001199999998,29
1,0.528,1,6.64e-05,0.4635,1,0.105973914,30
1,0.3343,1,0.002060085,0.305,1,0.071392164,31
1,0.028,1,5.04e-05,0.0783,1,0.033698864,32
1,0.0,1,0.097491965,0.0,1,0.225880757,33
1,0.0,1,0.24168361233333335,0.0,1,0.3302732703333333,34
1,0.0,1,0.409326077,0.0,1,0.468558729,35
1,0.0,1,0.685454428,0.0,1,0.585748136,36
1,0.0,1,0.48477955814285706,0.0,1,0.5824675048571429,37
1,0.0,1,0.063489825,0.0,1,0.469980359,38
1,0.0,1,0.034827486,0.0,1,0.364646316,39
1,0.1033,1,0.0359466,0.1154,1,0.391142845,40
1,0.2804,1,0.168909371,0.2997,1,0.372059673,41
1,0.4372,1,0.119043224,0.4896,1,0.292032659,42
1,0.5631,1,0.071047485,0.5656,1,0.267575443,43
1,0.4854,1,0.249637455,0.4408,1,0.390997708,44
1,0.3973,1,0.350143909,0.4072,1,0.371668875,45
1,0.2948,1,0.742475271,0.3063,1,0.564464331,46
1,0.0897,1,0.870121062,0.1054,1,0.659781039,47
1,0.0,1,0.6253640575,0.0,1,0.713429332,48
1,0.0,1,0.002315517,0.0,1,0.167690724,49
1,0.0,1,0.094827555,0.0,1,0.573313653,50
1,0.0,1,0.08243358975,0.0,1,0.307548661,51
1,0.0,1,0.4039141385,0.0,1,0.105321355,52
1,0.0,1,0.435889482,0.0,1,0.070327573,53
1,0.0,1,0.563583791,0.0,1,0.099923894,54
1,0.0,1,0.845474541,0.0,1,0.154476166,55
1,0.1023,1,0.694941878,0.139,1,0.193684876,56
1,0.2939,1,0.832901537,0.4082,1,0.242370129,57
1,0.5036,1,0.784772754,0.5689,1,0.246076912,58
1,0.6073500000000001,1,0.5553147195,0.6067499999999999,1,0.231999636,59
1,0.4261,1,0.535089731,0.557,1,0.258899093,60
1,0.3649,1,0.20891723,0.3724,1,0.195579961,61
1,0.1992,1,0.3200486,0.1936,1,0.375185788,62
1,0.0151,1,0.762181401,0.0704,1,0.408885181,63
1,0.0,1,0.9612601042,0.0,1,0.39205104100000004,64
1,0.0,1,0.972513497,0.0,1,0.419259131,65
1,0.0,1,0.935399751,0.0,1,0.3336450656666667,66
1,0.0,1,0.6546890734999999,0.0,1,0.411888853,67
1,0.0,1,0.15532089025,0.0,1,0.34556546050000003,68
1,0.1883,1,0.232314631,0.1888,1,0.156356975,69
1,0.4067,1,0.527668715,0.418,1,0.096909747,70
1,0.5478,1,0.643087626,0.5584,1,0.082197607,71
1,0.6400333333333333,1,0.5020546416666667,0.6571333333333333,1,0.10089192533333334,72
1,0.5093,1,0.640720606,0.5124,1,0.067702353,73
1,0.299,1,0.400899559,0.316,1,0.140837073,74
1,0.0553,1,0.538941324,0.1148,1,0.161545038,75
1,0.0,1,0.881827146,0.0,1,0.20853391999999998,76
1,0.0,1,0.243614614,0.0,1,0.357263148,77
1,0.0,1,0.643543959,0.0,1,0.407699734,78
1,0.0,1,0.9320109069000001,0.0,1,0.7273487866,79
1,0.0,1,0.804335475,0.0,1,0.554285526,80
1,0.2056,1,0.796525359,0.1964,1,0.616902471,81
1,0.4097,1,0.6475963,0.35,1,0.659731388,82
1,0.5584,1,0.803939998,0.4004,1,0.512989461,83
1,0.4656,1,0.813347638,0.5397,1,0.467998236,84
1,0.5883,1,0.7979697585,0.5419499999999999,1,0.4056489915,85
1,0.5111,1,0.920710862,0.4839,1,0.587767482,86
1,0.3605,1,0.424674869,0.3378,1,0.65806514,87
1,0.1202,1,0.673590124,0.1348,1,0.666335702,88
1,0.0,1,0.4631267483076923,0.0,1,0.47027665592307694,89
1,0.0,1,0.174716681,0.0,1,0.409066558,90
1,0.0,1,0.109989181,0.0,1,0.39652282,91
1,0.1584,1,0.090794012,0.1776,1,0.398093283,92
