Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Rel_TimeStep
1.0,1.0,1.0,1.0,200928.0,200928.0,50000.0,1.0,16117.949352150537,744.0
,,,,,,,2.0,15588.052374999997,672.0
,,,,,,,3.0,14348.544599462366,744.0
,,,,,,,4.0,13551.881828210382,1464.0
,,,,,,,5.0,13954.399150837991,179.0
,,,,,,,6.0,15817.2605,2.0
,,,,,,,7.0,13672.264883720927,43.0
,,,,,,,8.0,13370.646,1.0
,,,,,,,9.0,15518.887191489364,47.0
,,,,,,,10.0,12707.822,1.0
,,,,,,,11.0,14901.315844660196,3399.0
,,,,,,,12.0,14122.698941385437,563.0
,,,,,,,13.0,16102.262,1.0
,,,,,,,14.0,14814.186641025644,156.0
,,,,,,,15.0,15827.355486111113,720.0
,,,,,,,16.0,15927.656416666665,24.0
,,,,,,,17.0,15955.857562500001,720.0
,,,,,,,18.0,15579.013188988098,672.0
,,,,,,,19.0,14991.09015456989,744.0
,,,,,,,20.0,14748.0256875,24.0
,,,,,,,21.0,13629.206194736842,760.0
,,,,,,,22.0,17888.296,1.0
,,,,,,,23.0,17695.928,1.0
,,,,,,,24.0,15112.888782608698,23.0
,,,,,,,25.0,17699.775,1.0
,,,,,,,26.0,13397.515061946902,678.0
,,,,,,,27.0,16083.990917187499,640.0
,,,,,,,28.0,21159.369,1.0
,,,,,,,29.0,15964.157036989249,2325.0
,,,,,,,30.0,18464.783,1.0
,,,,,,,31.0,13924.05146182085,681.0
,,,,,,,32.0,13292.219083333335,24.0
,,,,,,,33.0,14071.558548850575,696.0
,,,,,,,34.0,14908.32777638889,720.0
,,,,,,,35.0,16034.458833333332,48.0
,,,,,,,36.0,15260.491310344827,696.0
,,,,,,,37.0,15252.769754464287,672.0
,,,,,,,38.0,14472.792471774195,744.0
,,,,,,,39.0,13771.154020833332,48.0
,,,,,,,40.0,13578.373688945083,1384.0
,,,,,,,41.0,18421.348,1.0
,,,,,,,42.0,14672.324414634146,41.0
,,,,,,,43.0,17824.229,1.0
,,,,,,,44.0,15527.522793103448,29.0
,,,,,,,45.0,17451.12,1.0
,,,,,,,46.0,14427.914999999997,7.0
,,,,,,,47.0,10208.196571428572,7.0
,,,,,,,48.0,11825.538,1.0
,,,,,,,49.0,14611.035087301589,504.0
,,,,,,,50.0,18310.149,1.0
,,,,,,,51.0,17326.212,1.0
,,,,,,,52.0,17414.631282997765,894.0
,,,,,,,53.0,24839.463,1.0
,,,,,,,54.0,24482.481,1.0
,,,,,,,55.0,18847.392944186045,430.0
,,,,,,,56.0,25702.242,1.0
,,,,,,,57.0,25113.354,1.0
,,,,,,,58.0,19624.21345454545,22.0
,,,,,,,59.0,25678.737,1.0
,,,,,,,60.0,14769.792646105741,1759.0
,,,,,,,61.0,14409.954583333334,48.0
,,,,,,,62.0,14484.850540178573,672.0
,,,,,,,63.0,15581.75714027778,720.0
,,,,,,,64.0,15676.118166666665,72.0
,,,,,,,65.0,16696.008611607143,672.0
,,,,,,,66.0,15996.903275297616,672.0
,,,,,,,67.0,14836.0125,80.0
,,,,,,,68.0,18619.0,1.0
,,,,,,,69.0,18460.0,1.0
,,,,,,,70.0,18238.0,1.0
,,,,,,,71.0,17933.0,1.0
,,,,,,,72.0,17506.0,1.0
,,,,,,,73.0,14320.101669195752,659.0
,,,,,,,74.0,14659.916666666666,72.0
,,,,,,,75.0,13190.613046448087,1464.0
,,,,,,,76.0,15935.370389344262,1952.0
,,,,,,,77.0,12069.0,1.0
,,,,,,,78.0,14017.399514268367,1647.0
,,,,,,,79.0,12837.708333333334,72.0
,,,,,,,80.0,13984.279320987655,648.0
,,,,,,,81.0,15326.380555555555,720.0
,,,,,,,82.0,13740.708333333334,96.0
,,,,,,,83.0,17248.709558823528,272.0
,,,,,,,84.0,21001.0,1.0
,,,,,,,85.0,17166.536,375.0
,,,,,,,86.0,15464.894345238095,672.0
,,,,,,,87.0,14400.75,744.0
,,,,,,,88.0,14496.46875,96.0
,,,,,,,89.0,13445.476775956284,1464.0
,,,,,,,90.0,14284.530249110321,281.0
,,,,,,,91.0,20846.0,1.0
,,,,,,,92.0,16161.366972477064,109.0
,,,,,,,93.0,10912.0,1.0
,,,,,,,94.0,13380.0,9.0
,,,,,,,95.0,13843.0,1.0
,,,,,,,96.0,14885.915662650603,166.0
,,,,,,,97.0,14300.0,1.0
,,,,,,,98.0,15577.255,600.0
,,,,,,,99.0,22298.0,1.0
,,,,,,,100.0,21546.0,1.0
,,,,,,,101.0,14996.915176715176,2405.0
,,,,,,,102.0,13757.34375,96.0
,,,,,,,103.0,14211.149038461539,624.0
,,,,,,,104.0,15531.058365758754,514.0
,,,,,,,105.0,19073.0,2.0
,,,,,,,106.0,15875.333333333334,204.0
,,,,,,,107.0,14628.866666666667,120.0
,,,,,,,108.0,16541.55448717949,624.0
,,,,,,,109.0,15462.873511904761,672.0
,,,,,,,110.0,14969.184139784946,744.0
,,,,,,,111.0,13826.166666666666,120.0
,,,,,,,112.0,13346.247267759563,1464.0
,,,,,,,113.0,16893.64758064516,1240.0
,,,,,,,114.0,26168.0,1.0
,,,,,,,115.0,16837.714409722223,1152.0
,,,,,,,116.0,21349.0,1.0
,,,,,,,117.0,14518.3890328152,1158.0
,,,,,,,118.0,13921.55,120.0
,,,,,,,119.0,14353.91,600.0
,,,,,,,120.0,16077.765217391305,345.0
,,,,,,,121.0,19224.0,1.0
,,,,,,,122.0,15633.818181818182,374.0
,,,,,,,123.0,15484.791666666666,144.0
,,,,,,,124.0,15151.023333333333,600.0
,,,,,,,125.0,15369.541666666666,672.0
,,,,,,,126.0,14724.888888888889,9.0
,,,,,,,127.0,17765.0,1.0
,,,,,,,128.0,17398.5,4.0
,,,,,,,129.0,14521.11506849315,730.0
,,,,,,,130.0,13600.673611111111,144.0
,,,,,,,131.0,13437.37363387978,1464.0
,,,,,,,132.0,13566.317307692309,104.0
,,,,,,,133.0,12000.0,1.0
,,,,,,,134.0,16163.143141153081,503.0
,,,,,,,135.0,13940.0,1.0
,,,,,,,136.0,17759.39144215531,631.0
,,,,,,,137.0,24322.0,1.0
,,,,,,,138.0,19077.911504424777,113.0
