$/MWh,Cost_of_Demand_Curtailment_per_MW,Demand_Segment,Max_Demand_Curtailment,Rep_Periods,Sub_Weights,Timesteps_per_Rep_Period,Voll,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Rel_TimeStep
2000.0,1.0,1.0,1.0,1.0,8760.0,8760.0,50000.0,1.0,7268.25,2075.625,990.875,8.0
1800.0,0.9,2.0,0.04,,,,,2.0,7946.0,2269.0,1083.0,1.0
1100.0,0.55,3.0,0.024,,,,,3.0,8340.0,2382.0,1137.0,1.0
400.0,0.2,4.0,0.003,,,,,4.0,8650.333333333334,2470.0,1179.0,3.0
,,,,,,,,5.0,8587.0,2452.0,1170.5,2.0
,,,,,,,,6.0,8594.0,2454.0,1171.0,1.0
,,,,,,,,7.0,9431.0,2693.0,1286.0,1.0
,,,,,,,,8.0,8035.8,2294.733333333333,1095.4,15.0
,,,,,,,,9.0,8513.0,2431.0,1161.0,1.0
,,,,,,,,10.0,10090.468085106382,2881.68085106383,1375.595744680851,47.0
,,,,,,,,11.0,11834.0,3380.0,1614.0,1.0
,,,,,,,,12.0,11803.0,3371.0,1609.0,1.0
,,,,,,,,13.0,11777.0,3363.0,1605.0,1.0
,,,,,,,,14.0,11464.0,3274.25,1563.0,4.0
,,,,,,,,15.0,11423.0,3262.0,1557.0,1.0
,,,,,,,,16.0,12221.0,3491.0,1666.0,1.0
,,,,,,,,17.0,10280.475,2936.1,1401.55,40.0
,,,,,,,,18.0,10901.0,3113.0,1486.0,1.0
,,,,,,,,19.0,10853.0,3100.0,1479.0,1.0
,,,,,,,,20.0,9359.809523809523,2673.0476190476193,1276.0,21.0
,,,,,,,,21.0,9143.0,2611.0,1247.0,1.0
,,,,,,,,22.0,9471.0,2704.0,1291.0,1.0
,,,,,,,,23.0,9290.4,2653.2,1266.2,5.0
,,,,,,,,24.0,9072.0,2591.0,1236.0,1.0
,,,,,,,,25.0,8336.875,2380.75,1136.625,16.0
,,,,,,,,26.0,8468.0,2418.0,1154.0,1.0
,,,,,,,,27.0,8906.0,2544.0,1214.0,1.0
,,,,,,,,28.0,9312.0,2659.2,1269.6,5.0
,,,,,,,,29.0,9630.181818181818,2750.318181818182,1312.9545454545455,22.0
,,,,,,,,30.0,10513.0,3002.0,1434.0,1.0
,,,,,,,,31.0,9779.526315789473,2792.7894736842104,1333.2631578947369,19.0
,,,,,,,,32.0,10719.0,3061.0,1461.0,1.0
,,,,,,,,33.0,10671.0,3047.5,1455.0,2.0
,,,,,,,,34.0,10399.5,2970.0,1418.0,2.0
,,,,,,,,35.0,10262.0,2930.0,1399.0,1.0
,,,,,,,,36.0,9817.925373134329,2803.805970149254,1338.3880597014925,67.0
